Book_Type,Class,Book_Status,Book_Category,Name_of_Book,Author_Name,Publication,Location,Volume_Name,Edition,Publication_Year,No_of_Pages,Quantity,ISBN_No,Invoice_No,Price,Purchase_Date,
REFERENCE,,NEW,REFERENCE,GUIDE TO PLAIN ENGLISH,NA,NA,SHELF 6,NA,NA,2013,288,5,9780199459018.00,NA,229.5,0,01-05-1968
REFERENCE,,NEW,REFERENCE,OXFORD A-Z GRAMMAR 7 PUNCTUATION,NA,NA,SHELF 6,NA,NA,2013,181,5,9780199459025.00,NA,229.5,0,02-05-1968
REFERENCE,,NEW,REFERENCE,BETTER SPELLING,NA,NA,SHELF 6,NA,NA,2013,130,5,9780199459032.00,NA,229.5,0,03-05-1968
REFERENCE,,NEW,REFERENCE,OXFORD A-Z OF ENGLISH USAGE,NA,NA,SHELF 6,NA,NA,2014,195,5,0.00,NA,229.5,0,04-05-1968
REFERENCE,,NEW,REFERENCE,1001 IDEAS THAT CHANGED THE WAY WE THINK,NA,NA,SHELF 9,NA,NA,2013,960,3,9789351950448.00,NA,2295,0,05-05-1968
REFERENCE,,NEW,REFERENCE,TUM MULYABAN HO,NA,NA,SHELF 10,NA,NA,2015,89,1,0.00,NA,60,0,06-05-1968
REFERENCE,,NEW,REFERENCE,101 GREAT INDIAN SCIENTIST,NA,NA,SHELF 5,NA,NA,2014,108,1,9788175736641.00,NA,150,0,07-05-1968
REFERENCE,,NEW,REFERENCE,GENERAL KNOWLEDGE & CURRENT AFFAIRS,NA,NA,SHELF 5,NA,NA,2014,96,4,0.00,NA,45,0,08-05-1968
REFERENCE,,NEW,REFERENCE,SPORTS QUIZ,NA,NA,SHELF 5,NA,NA,2013,192,3,0.00,NA,70,0,09-05-1968
REFERENCE,,NEW,REFERENCE,SCIENCE ENCYCLOPEDIA,NA,NA,SHELF 5,NA,NA,2013,104,2,9788181536570.00,NA,195,0,10-05-1968
REFERENCE,,NEW,REFERENCE,101 SCIENCE PROJECT,NA,NA,SHELF 5,NA,NA,2013,112,2,9788181534808.00,NA,195,0,11-05-1968
REFERENCE,,NEW,REFERENCE,101 SCIENCE PROJECT,NA,NA,SHELF 5,NA,NA,2013,112,2,9788181534808.00,NA,195,0,12-05-1968
REFERENCE,,NEW,REFERENCE,FANTASTIC ENCYLOPEDIA,NA,NA,SHELF 12,NA,NA,2012,223,1,9781445481579.00,NA,195,0,13-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE PHYSICS SAMPLE QUESTION PAPER,NA,NA,SHELF 13,NA,NA,2016,182,1,0.00,NA,150,0,14-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE BIOLOGY,NA,NA,SHELF 13,NA,NA,2016,239,1,0.00,NA,175,0,15-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE MATHEMATICS,NA,NA,SHELF 13,NA,NA,2016,208,1,0.00,NA,150,0,16-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE COMPUTER APPLICATION,NA,NA,SHELF 13,NA,NA,2016,174,1,0.00,NA,150,0,17-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE HISTORY & CIVICS,NA,NA,SHELF 13,NA,NA,2016,196,1,0.00,NA,150,0,18-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE CHEMISTRY,NA,NA,SHELF 13,NA,NA,2016,219,1,0.00,NA,150,0,19-05-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE COMPUTER APPLICATION,NA,NA,SHELF 13,NA,NA,2016,174,1,0.00,NA,150,0,20-05-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THE WORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,SHELF 9,NA,NA,2017,360,7,9780143428640.00,NA,2199,0,21-05-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THE WORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,SHELF 9,NA,NA,2017,360,7,9780143428640.00,NA,2199,0,22-05-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THE WORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,SHELF 9,NA,NA,2017,360,7,9780143428640.00,NA,2199,0,23-05-1968
REFERENCE,,NEW,REFERENCE,COMPACT OXFORD ENGLISH DICTIONARY,NA,NA,SHELF 9,NA,NA,2016,1210,5,9780199466344.00,NA,2295,0,24-05-1968
REFERENCE,,NEW,REFERENCE,COMPACT OXFORD ENGLISH DICTIONARY,NA,NA,SHELF 9,NA,NA,2016,1210,5,9780199466344.00,NA,2295,0,25-05-1968
REFERENCE,,NEW,REFERENCE,COMPACT OXFORD ENGLISH DICTIONARY,NA,NA,SHELF 9,NA,NA,2016,1210,5,9780199466344.00,NA,2295,0,26-05-1968
REFERENCE,,NEW,REFERENCE,COMPACT OXFORD ENGLISH DICTIONARY,NA,NA,SHELF 9,NA,NA,2016,1210,5,9780199466344.00,NA,2295,0,27-05-1968
REFERENCE,,NEW,REFERENCE,COMPACT OXFORD ENGLISH DICTIONARY,NA,NA,SHELF 9,NA,NA,2016,1210,5,9780199466344.00,NA,2295,0,28-05-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,DR. SARVAPALLI RADHAKRISHNAN,NA,NA,SHELF 10,NA,NA,2013,64,1,9788121618243.00,NA,70,0,29-05-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,"KSHUDIRAM BOSE ,KISHOR KRANTIKARI",NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619257.00,NA,70,0,30-05-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,BEER SAVARKAR MOHAN KRANTIKARI,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121614795.00,NA,70,0,31-05-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,RASTRA KA LADLA PUTRA DR.RAJENDRA PRASAD,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619196.00,NA,70,0,01-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,SAHIDO KA AMAR GEET,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121615846.00,NA,70,0,02-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,HAMARE RASHTRIYO GEET,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121615839.00,NA,70,0,03-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,TULSIDAS,NA,NA,SHELF 10,NA,NA,2013,64,1,9788121618304.00,NA,70,0,04-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,KALPANA CHAWLA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121616478.00,NA,70,0,05-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,MEERA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121612562.00,NA,70,0,06-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,BHARAT KE VEER NARIYA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121617291.00,NA,70,0,07-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,ANNA HAJARE,NA,NA,SHELF 10,NA,NA,2012,64,1,9788121616423.00,NA,70,0,08-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,UDHAM SINGH,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619202.00,NA,70,0,09-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,MAULALA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619325.00,NA,70,0,10-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,NEPOLIAN BONAPART,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619219.00,NA,70,0,11-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,CHANKYA,NA,NA,SHELF 10,NA,NA,2011,64,1,9788121616348.00,NA,70,0,12-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,JHANSI KI RANI LAKSHMIBAI,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121618298.00,NA,70,0,13-06-1968
BIOGRAPHY HINDI,,NEW,BIOGRAPHY HINDI,CHANDRAGUPTA MAURYA,NA,NA,SHELF 10,NA,NA,2011,64,1,9788121616355.00,NA,70,0,14-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,MISTER B.R,NA,NA,SHELF 10,NA,NA,2012,136,1,9788170289135.00,NA,135,0,15-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,ENGLISH TEACHER,NA,NA,SHELF 10,NA,NA,2013,187,1,9788170287896.00,NA,150,0,16-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,MAHATMA KA INTEZAR,NA,NA,SHELF 10,NA,NA,2011,191,1,9788170288787.00,NA,150,0,17-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,AMRIT SANCHAY,NA,NA,SHELF 10,NA,NA,2015,120,1,9789350413104.00,NA,100,0,18-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,"HATHIYAR WAH,JO SAMAY PAR KAM AYE",NA,NA,SHELF 10,NA,NA,2011,64,1,9788121616379.00,NA,70,0,19-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,SAHAS KA PUTLA HUM,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121615952.00,NA,70,0,20-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,MAUT KA GHAR,NA,NA,SHELF 10,NA,NA,2011,93,1,9788121609999.00,NA,75,0,21-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,RAHASYA KI KAHANIYA,NA,NA,SHELF 10,NA,NA,2011,116,1,9788121609807.00,NA,75,0,22-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,JAB ANDHERA HOTA HE,NA,NA,SHELF 10,NA,NA,2011,106,1,9788121610018.00,NA,75,0,23-06-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,GULIBAR KI LILIPUT YATRA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619226.00,NA,70,0,24-06-1968
HINDI STORY,,NEW,HINDI STORY,SUKTIYON KI KAHANIYA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619158.00,NA,70,0,25-06-1968
HINDI STORY,,NEW,HINDI STORY,PURAN KI PRERAK KAHANIYA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619608.00,NA,70,0,26-06-1968
HINDI STORY,,NEW,HINDI STORY,SIKSHAPADA PRERAK KAHANIYA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619134.00,NA,70,0,27-06-1968
HINDI STORY,,NEW,HINDI STORY,RAMAYAN KI KAHANIYA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619592.00,NA,70,0,28-06-1968
HINDI STORY,,NEW,HINDI STORY,DOHAN KI KAHANIYA,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619165.00,NA,70,0,29-06-1968
HINDI STORY,,NEW,HINDI STORY,BETAL PACHHISI KI KAHANIYA 1,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619622.00,NA,70,0,30-06-1968
HINDI STORY,,NEW,HINDI STORY,BETAL PACHHISI KI KAHANIYA 2,NA,NA,SHELF 10,NA,NA,2014,64,1,9788121619639.00,NA,70,0,01-07-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,DOCTOR KI BIMARI TATHA ANYA NATAK,NA,NA,SHELF 10,NA,NA,2014,80,1,9788121619646.00,NA,70,0,02-07-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,NENO JADUGAR TATHA ANYA BIGYAN KATHAYEN,NA,NA,SHELF 10,NA,NA,2012,64,1,9788121616546.00,NA,70,0,03-07-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,HAMARA PARYABARAN,NA,NA,SHELF 10,NA,NA,2014,48,1,9788121616195.00,NA,70,0,04-07-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,GHUM GHUM KAR DEKHE DESH,NA,NA,SHELF 10,NA,NA,2014,72,1,9788121616188.00,NA,70,0,05-07-1968
HINDI REFERENCE,,NEW,HINDI REFERENCE,TUMAHRE SHARIR KI KAHANI,NA,NA,SHELF 13,NA,NA,2013,64,1,9788121616775.00,NA,70,0,06-07-1968
HINDI LITERATURE,,NEW,HINDI LITERATURE,ACHHE NAGARIK BANE,NA,NA,SHELF 13,NA,NA,2013,64,1,9788121617314.00,NA,70,0,07-07-1968
HINDI REFERENCE,,NEW,HINDI REFERENCE,HAMARA RASHTRIY PAKSHI MOUR,NA,NA,SHELF 13,NA,NA,2014,64,1,9788121617383.00,NA,70,0,08-07-1968
REFERENCE,,NEW,REFERENCE,IMMORTAL QUOTATIONS AND PROVERBS,NA,NA,SHELF 9,NA,NA,2014,144,1,0.00,NA,50,0,09-07-1968
REFERENCE,,NEW,REFERENCE,ICSE SELF STUDY IN HISTORY & CIVICS,NA,NA,SHELF 13,NA,NA,2016,0,1,9788173135279.00,NA,0,0,10-07-1968
REFERENCE,,NEW,REFERENCE,NAYA RASTA KI GUIDE,NA,NA,SHELF 13,NA,NA,2016,348,1,0.00,NA,190,0,11-07-1968
REFERENCE,,NEW,REFERENCE,HINDI PRACTICE MATERIAL FOR (IX-X),NA,NA,SHELF 13,NA,NA,2015,164,1,9788181379986.00,NA,220,0,12-07-1968
REFERENCE,,NEW,REFERENCE,ACHIEVER GUIDE ON ICSE CHEMISTRY -X,NA,NA,SHELF 13,NA,NA,2015,399.5,1,0.00,NA,0,0,13-07-1968
REFERENCE,,NEW,REFERENCE,GUIDE TO ICSE BIOLOGY - X,NA,NA,SHELF 13,NA,NA,2015,312,1,0.00,NA,280,0,14-07-1968
REFERENCE,,NEW,REFERENCE,ARUN DEEP'S SELF-HELP-TO ICSE UNDERSTANDING MATHEMATICS,NA,NA,SHELF 13,NA,NA,2015,637,1,9789384447267.00,NA,410,0,15-07-1968
REFERENCE,,NEW,REFERENCE,ICSE MATHEMATICS X,NA,NA,SHELF 13,NA,NA,2016,517,1,9788184249828.00,NA,375,0,16-07-1968
REFERENCE,,NEW,REFERENCE,SIMPLIFIED ICSE PRACTICAL CHEMISTRY -X,NA,NA,SHELF 13,NA,NA,2001,38,1,0.00,NA,175,0,17-07-1968
REFERENCE,,NEW,REFERENCE,ICSE CURRICULUM UPPER PRIMARY LEVEL (VI-VIII),NA,NA,FR.PRADEEP OFFICE,NA,NA,2012,340,1,0.00,NA,100,0,18-07-1968
REFERENCE,,NEW,REFERENCE,ICSE CURRICULUM UPPER PRIMARY LEVEL (I-V),NA,NA,FR.PRADEEP OFFICE,NA,NA,2012,294,1,0.00,NA,100,0,19-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE BENGALI ESSAYS &LETTERS,NA,NA,SHELF 13,NA,NA,2014,156,1,0.00,NA,95,0,20-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,GOOD WILL' SCHOOL AR PRABONDHA O CHITHI,NA,NA,SHELF 13,NA,NA,2008,357,1,0.00,NA,140,0,21-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ARUN DEEP'S SELF-HELP-TO ICSE MERCHANT OF VENICE,NA,NA,SHELF 13,NA,NA,2014,451,1,9788192244389.00,NA,280,0,22-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ARUN DEEP'S SELF-HELP-TO ICSE CHEMISTRY,NA,NA,SHELF 13,NA,NA,2014,486,1,9789384447182.00,NA,280,0,23-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,SIMPLIFIED ICSE CHEMISTRY SOLUABLE QUESTION BAN & 25 TEST PAPER,NA,NA,SHELF 13,NA,NA,2016,282,1,0.00,NA,230,0,24-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,TOGETHER WITH PHYSICS PRACTICE MATERIAL -X,NA,NA,SHELF 13,NA,NA,2018,300,1,9789386585479.00,NA,292,0,25-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,TOGETHER WITH ENGLISH LANGUAGE PRACTICE MATERIAL,NA,NA,SHELF 13,NA,NA,2003,208,1,9788181370525.00,NA,200,0,26-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,TOGETHER WITH HISTORY & CIVICS PRACTICE MATERIAL,NA,NA,SHELF 13,NA,NA,2018,232,1,9789386620002.00,NA,252,0,27-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,EVERGREEN ICSE SELF STUDY IN HINDI IX-X,NA,NA,SHELF 13,NA,NA,2017,316,1,9789350635537.00,NA,320,0,28-07-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THEWORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,FR.KISHORE OFFICE,NA,NA,2017,360,1,9780143428640.00,NA,2199,0,29-07-1968
REFERENCE,,NEW,REFERENCE,"ANSWER BOOK 10,001 FAST FACTS ABOUT WORLD",NA,NA,FR.KISHORE OFFICE,NA,NA,2016,470,1,9788192088808.00,NA,2495,0,30-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,ICSE THE BEST GUIDE TO THE MERCHANT OF VENICE,NA,NA,FR.KISHORE OFFICE,NA,NA,2016,480,1,0.00,NA,270,0,31-07-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,OXFORD JUNIOR ENGLISH GRAMMAR,NA,NA,FR.KISHORE OFFICE,NA,NA,2009,200,1,0.00,NA,22,0,01-08-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,A TEXT BOOK OF HIGHER ENGLISH GRAMMAR,NA,NA,SHELF 13,NA,NA,2017,992,1,0.00,NA,425,0,02-08-1968
SUBJECT REFERENCE,,NEW,SUBJECT REFERENCE,MADHYAMIK ENGLISH FREEDOM,NA,NA,FR.KISHORE OFFICE,NA,NA,2008,755,1,0.00,NA,150,0,03-08-1968
REFERENCE,,NEW,REFERENCE,OXFORD DICTIONARY OF QUOTATION & PROVERBS II,NA,NA,FR.KISHORE OFFICE,NA,NA,2006,374,1,0.00,NA,0,0,04-08-1968
REFERENCE,,NEW,REFERENCE,OXFORD DICTIONARY OF QUOTATION & PROVERBS II,NA,NA,FR.KISHORE OFFICE,NA,NA,2006,218,1,0.00,NA,0,0,05-08-1968
REFERENCE,,NEW,REFERENCE,ARUN DEEP'S ICSE HISTORY & CIVIXS -X,NA,NA,SHELF 13,NA,NA,2014,444,1,9789384447373.00,NA,235,0,06-08-1968
REFERENCE,,NEW,REFERENCE,ARUN DEEP'S ICSE HISTORY & CIVIXS -X,NA,NA,FR.KISHORE OFFICE,NA,NA,2014,444,1,0.00,NA,230,0,07-08-1968
REFERENCE,,NEW,REFERENCE,ACHIEVER ICSE GEOGRAPHY GUIDE IX,NA,NA,FR.KISHORE OFFICE,NA,NA,2014,0,1,0.00,NA,199.5,0,08-08-1968
REFERENCE,,NEW,REFERENCE,COMPLETED COURSE IN ICSE HINDI IX-X,NA,NA,FR.KISHORE OFFICE,NA,NA,2011,728,1,0.00,NA,245,0,09-08-1968
REFERENCE,,NEW,REFERENCE,ADHUNIK HINDI BYAKARAN AUR RACHNA,NA,NA,FR.KISHORE OFFICE,NA,NA,2013,371,1,0.00,NA,120,0,10-08-1968
REFERENCE,,NEW,REFERENCE,OXFORD DICTIONARY ,NA,NA,FR.KISHORE OFFICE,NA,NA,2003,1008,1,0.00,NA,0,0,11-08-1968
REFERENCE,,NEW,REFERENCE,RAJPAL SHABDKOSH,NA,NA,FR.KISHORE OFFICE,NA,NA,2003,980,1,0.00,NA,250,0,12-08-1968
REFERENCE,,NEW,REFERENCE,OXFORD ADVANCE LEARNER'S DICTIONARY,NA,NA,FR.KISHORE OFFICE,NA,NA,1995,1579,1,0.00,NA,0,0,13-08-1968
BENGALI REFERENCE,,NEW,BENGALI REFERENCE,RABINDRA JANMOSARDHO SHATOBARSHE NAMAN,NA,NA,FR.KISHORE OFFICE,NA,NA,2011,256,1,0.00,NA,0,0,14-08-1968
REFERENCE,,NEW,REFERENCE,HELLO TEACHER,NA,NA,FR.KISHORE OFFICE,NA,NA,2011,120,1,0.00,NA,350,0,15-08-1968
REFERENCE,,NEW,REFERENCE,HEADMASTER'S MANUAL,NA,NA,FR.KISHORE OFFICE,NA,NA,2012,1504,1,0.00,NA,0,0,16-08-1968
REFERENCE,,NEW,REFERENCE,HEADMASTER'S MANUAL,NA,NA,FR.KISHORE OFFICE,NA,NA,2012,1792,1,0.00,NA,0,0,17-08-1968
REFERENCE,,NEW,REFERENCE,MADHYAMIK O PRATHAMIK SHIKSHAKDER SERVICE BOOK LEKHAR NATUN NIYAM (ROPA 2009),NA,NA,FR.KISHORE OFFICE,NA,NA,2011,242,1,0.00,NA,190,0,18-08-1968
REFERENCE,,NEW,REFERENCE,DO IT NOW,NA,NA,SHELF 8,NA,NA,2014,150,1,0.00,NA,0,0,19-08-1968
REFERENCE,,NEW,REFERENCE,"A TEXT BOOK OF HIGHER ENGLISH GRAMMAR,TRANSLATION",NA,NA,SHELF 6,NA,NA,2014,0,1,0.00,NA,0,0,20-08-1968
REFERENCE,,NEW,REFERENCE,ACHIEVER GUIDE ON ICSE GEOGRAPHY,NA,NA,SHELF 13,NA,NA,2014,0,1,0.00,NA,299.5,0,21-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,DAVID COPPERFIELD,NA,NA,SHELF 8,NA,NA,2015,106,1,9788173797460.00,NA,155,0,22-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,PINOCCHIO,NA,NA,SHELF 8,NA,NA,2015,102,1,9788173797446.00,NA,155,0,23-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF HUCKLEBERRY FINN,NA,NA,SHELF 8,NA,NA,2015,94,1,9788173797507.00,NA,150,0,24-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,GULLIVER'S TRAVELS,NA,NA,SHELF 8,NA,NA,2015,82,1,9788173797514.00,NA,150,0,25-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,TREASURE ISLAND,NA,NA,SHELF 8,NA,NA,2015,86,1,9788173797484.00,NA,150,0,26-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF TOM SAWYER,NA,NA,SHELF 8,NA,NA,2015,114,1,9788173797491.00,NA,155,0,27-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE ADVENTURE OF SHERLOCK HOLMES,NA,NA,SHELF 8,NA,NA,2014,86,1,9788173797477.00,NA,150,0,28-08-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,AROUND THE WORLD IN EIGHTY DAYS,NA,NA,SHELF 8,NA,NA,2014,118,1,9788173797453.00,NA,150,0,29-08-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF MANET,NA,NA,SHELF 9,NA,NA,1968,192,1,0.00,NA,0,0,30-08-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF TURNER,NA,NA,SHELF 9,NA,NA,1969,192,1,0.00,NA,0,0,31-08-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF MARCEL DUCHAMP,NA,NA,SHELF 9,NA,NA,1966,191,1,0.00,NA,0,0,01-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF BERNINI,NA,NA,SHELF 9,NA,NA,1973,192,1,0.00,NA,0,0,02-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF GOYA,NA,NA,SHELF 9,NA,NA,1971,191,1,0.00,NA,0,0,03-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF PICASSO,NA,NA,SHELF 9,NA,NA,1972,189,1,0.00,NA,0,0,04-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF RODIN,NA,NA,SHELF 9,NA,NA,1972,192,1,0.00,NA,0,0,05-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF TITIAN,NA,NA,SHELF 9,NA,NA,1978,192,1,0.00,NA,0,0,06-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF MICHELANGEL,NA,NA,SHELF 9,NA,NA,1966,202,1,0.00,NA,0,0,07-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF DELACROIX,NA,NA,SHELF 9,NA,NA,1975,195,1,0.00,NA,0,0,08-09-1968
REFERENCE,,NEW,REFERENCE,THE WORLD OF GAINSBOROUGH,NA,NA,SHELF 9,NA,NA,1972,192,1,0.00,NA,0,0,09-09-1968
REFERENCE,,NEW,REFERENCE,ICSE SOLVED QUESTION PAPERS -X,NA,NA,FR. KISHORE OFFICE,NA,NA,2017,1488,1,0.00,NA,0,0,10-09-1968
REFERENCE,,NEW,REFERENCE,ALL INDIA CATHOLIC EDUCATION POLICY-2007,NA,NA,FR. KISHORE OFFICE,NA,NA,2008,59,1,0.00,NA,780,0,11-09-1968
REFERENCE,,NEW,REFERENCE,ALL INDIA CATHOLIC EDUCATION POLICY-2007,NA,NA,FR. KISHORE OFFICE,NA,NA,2008,59,1,0.00,NA,25,0,12-09-1968
REFERENCE,,NEW,REFERENCE,VISUAL DICTIONARY,NA,NA,SHELF 9,NA,NA,2016,672,6,9780143419549.00,NA,25,0,13-09-1968
REFERENCE,,NEW,REFERENCE,NATIONAL GEOGRAPHIC SCIENCE EVERYTHING,NA,NA,SHELF 2,NA,NA,2017,398,1,9781426211683.00,NA,2199,0,14-09-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THEWORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,SHELF 9,NA,NA,2017,360,7,9780143428640.00,NA,2595,0,15-09-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THEWORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,SHELF 9,NA,NA,2017,360,7,9780143428640.00,NA,2595,0,16-09-1968
REFERENCE,,NEW,REFERENCE,"KNOWLEDGE ENCYCLOPEDIA, THEWORLD AS YOU'VE NEVER SEEN IT BEFORE",NA,NA,SHELF 2,NA,NA,2017,360,7,9780143428640.00,NA,2595,0,17-09-1968
REFERENCE,,NEW,REFERENCE,EXAM WARRIORS,NA,NA,SHELF 8,NA,NA,2018,193,1,9780143441502.00,NA,0,0,18-09-1968
REFERENCE,,NEW,REFERENCE,FRANK CERTIFICATE ECONOMIC APPLICATION,NA,NA,SHELF 13,NA,NA,2012,292,1,0.00,NA,164,0,19-09-1968
REFERENCE,,NEW,REFERENCE,THE GOLDEN CODE,NA,NA,SHELF 8,NA,NA,2012,153,1,9789386867179.00,NA,299,0,20-09-1968
ENGLISH LITERATURE,,NEW,ENGLISH LITERATURE,THE CLASSIC WORKS OF ROBERT LOUIS STEVENSON,NA,NA,SHELF 6,NA,NA,2014,632,1,9780753728208.00,NA,0,0,21-09-1968
REFERENCE,,NEW,REFERENCE,THE WINNERS MANUAL ACHIEVING EXCELLENCE INFLUENCING PEOPLE BALANCING WORK & LIFE,NA,NA,SHELF 9,NA,NA,2008,216,2,9780143064831.00,NA,0,0,22-09-1968
REFERENCE,,NEW,REFERENCE,EFFECTIVE LEADERSHIP MANAGING PEOPLE,NA,NA,SHELF 9,NA,NA,2008,216,2,9780143064831.00,NA,0,0,23-09-1968
