Book_Type,Class,Book_Status,Book_Category,Name_of_Book,Author_Name,Publication,Location,Volume_Name,Edition,Publication_Year,No_of_Pages,Quantity,ISBN_No,Invoice_No,Price,Purchase_Date,
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE FALL INTO ADVENTURE, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,250,1,9780340894620.00,NA,150,0,18-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE ON A HIKE TOGETHER, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,245,1,9780340894637.00,NA,150,0,19-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE HAVE WONDERFUL TIME, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,250,1,9780340894644.00,NA,150,0,20-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE GO DOWN TO THE SEA, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,248,1,9780340894651.00,NA,150,0,21-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE GO TO MYSTERY MOOR, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,248,1,9780340894668.00,NA,150,0,22-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE HAVE PLENTY OF FUN, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,250,1,9780340894675.00,NA,150,0,23-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE ON A SECRET TRAIL, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,232,1,9780340894682.00,NA,150,0,24-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE GO TO BILLCOCK HILL, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,244,1,9780340894699.00,NA,150,0,25-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE GET INTO A FIX, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,250,1,9780340894705.00,NA,150,0,26-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE ON A FINNISTON FARM, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,218,1,9780340894712.00,NA,150,0,27-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE GO TO DEMON'S ROCK, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,248,1,9780340894729.00,NA,150,0,28-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE HAVE A MYSTERY TO SOLVE, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,217,1,9780340894736.00,NA,150,0,29-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"FIVE ARE TOGETHER AGAIN, (THE FAMOUS FIVE)",NA,NA,SHELF 8,NA,NA,2004,218,1,9780340894743.00,NA,150,0,30-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE SECRET SEVEN,NA,NA,SHELF 8,NA,NA,2004,119,1,9780340893074.00,NA,125,0,31-05-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRET SEVEN ADVENTURE,NA,NA,SHELF 8,NA,NA,2004,121,2,9780340893081.00,NA,125,0,01-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRET SEVEN ON THE TRAIL,NA,NA,SHELF 8,NA,NA,2004,138,1,9780340893104.00,NA,125,0,02-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"GO AHEAD,SECRET SEVEN",NA,NA,SHELF 8,NA,NA,2004,138,1,9780340893111.00,NA,125,0,03-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"GOOD WORK,SECRET SEVEN",NA,NA,SHELF 8,NA,NA,2004,122,1,9780340893128.00,NA,125,0,04-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SSECRET SEVEN WIN THROUGH,NA,NA,SHELF 8,NA,NA,2004,122,1,9780340893135.00,NA,125,0,05-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"THREE CHEERS,SECRET  SEVEN",NA,NA,SHELF 8,NA,NA,2004,134,1,9780340893142.00,NA,125,0,06-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRET SEVEN MYSTERY,NA,NA,SHELF 8,NA,NA,2004,122,1,9780340893159.00,NA,125,0,07-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PUZZLE FOR THE SECRET SEVEN,NA,NA,SHELF 8,NA,NA,2004,154,1,9780340893166.00,NA,125,0,08-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRET SEVEN FIREWORKS,NA,NA,SHELF 8,NA,NA,2004,152,1,9780340893173.00,NA,125,0,09-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GOOD OLD SECRET SEVEN,NA,NA,SHELF 8,NA,NA,2004,132,1,9780340893180.00,NA,125,0,10-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SHOCK FOR THE SECRET SEVEN,NA,NA,SHELF 8,NA,NA,2004,152,1,9780340893197.00,NA,125,0,11-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"LOOK OUT, SECRET SEVEN",NA,NA,SHELF 8,NA,NA,2004,136,1,9780340893203.00,NA,125,0,12-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,FUN FOR THE SECRET SEVEN,NA,NA,SHELF 8,NA,NA,2004,138,1,9780340893210.00,NA,125,0,13-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL IS A  MONITOR,NA,NA,SHELF 8,NA,NA,2004,248,1,9780340910962.00,NA,150,0,14-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL IN THE SCHOOL,NA,NA,SHELF 8,NA,NA,2004,232,1,0.00,NA,150,0,15-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL AGAIN,NA,NA,SHELF 8,NA,NA,2004,250,1,9780340910986.00,NA,150,0,16-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HERE'S THE NAGHTIEST GIRL,NA,NA,SHELF 8,NA,NA,2004,74,1,9781444901207.00,NA,150,0,17-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"WELL DONE,THE NAGHTIEST GIRL",NA,NA,SHELF 8,NA,NA,2005,154,1,0.00,NA,150,0,18-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL MARCHES ON,NA,NA,SHELF 8,NA,NA,2005,154,1,9781444901214.00,NA,150,0,19-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL WANT'S TO WIN,NA,NA,SHELF 8,NA,NA,2005,154,1,9780340910955.00,NA,150,0,20-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL HELPS A FRIEND,NA,NA,SHELF 8,NA,NA,2005,153,1,9780340910948.00,NA,150,0,21-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL SAVES THEA DAY,NA,NA,SHELF 8,NA,NA,2005,135,1,9780340910993.00,NA,150,0,22-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE NAGHTIEST GIRL KEEPS A SECRET,NA,NA,SHELF 8,NA,NA,2005,152,1,9780340911013.00,NA,150,0,23-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HOUSE ARREST (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,162,1,9781416961710.00,NA,150,0,24-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DEPRIVATION HOUSE (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,162,1,9781416961703.00,NA,150,0,25-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HAUNTED (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,183,1,9781416961697.00,NA,150,0,26-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE SEARCH FOR THE SNOW LEOPARD (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,154,1,9780671505257.00,NA,150,0,27-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SLAM DUNK SABOTAGE (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,151,1,9780671505264.00,NA,150,0,28-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE CARIBBEAN CRUISE CAPER (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,148,1,9780671025496.00,NA,150,0,29-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,A GAME CALLED CHAOS (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,148,1,9780671038700.00,NA,150,0,30-06-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,A GAME CALLED CHAOS (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,148,1,9780671038700.00,NA,150,0,01-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,EXTREME DANGER (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,165,1,9781416900023.00,NA,150,0,02-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,RUNNING ON FUMES (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,150,1,9781416900030.00,NA,150,0,03-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,BOARDWALK BUST (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,164,1,9781416900047.00,NA,150,0,04-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,ROCK ROAD (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,153,1,9781416900061.00,NA,150,0,05-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,BURNED (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,154,1,9781416900085.00,NA,150,0,06-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,OPERATION SURVIVAL (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,148,1,9781416900672.00,NA,150,0,07-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MARTIAL LAW (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,152,1,9781416903987.00,NA,150,0,08-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,BLOWN AWAY (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,147,1,9781416911739.00,NA,150,0,09-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HURRICANE JOE (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,169,1,9781416911746.00,NA,150,0,10-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE MUMMY'S CURSE (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,162,1,9781416915072.00,NA,150,0,11-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HAZED (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,153,1,9781416918035.00,NA,150,0,12-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DEATH &DAIMOND (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,170,1,9781416934028.00,NA,150,0,13-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,BAYPORT BUCCANEERS (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,163,1,9781416934035.00,NA,150,0,14-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MURDER AT THE MALL (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,170,1,9781416939306.00,NA,150,0,15-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PUSHED (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,154,1,9781416948025.00,NA,150,0,16-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,FOUL PLAY (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,184,1,9781416949770.00,NA,150,0,17-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,COMIC CON ARTIST (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,170,1,9781416954989.00,NA,150,0,18-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,KILLER MISSION (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,172,1,9781416986959.00,NA,150,0,19-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PRIVATE KILLER (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,151,1,9781416986973.00,NA,150,0,20-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,KILLER CONNECTION (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,170,1,9781416986966.00,NA,150,0,21-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DOUBLE CONNECTION (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,158,1,9781416967668.00,NA,150,0,22-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DOUBLE DOWN (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,167,1,9781416974468.00,NA,150,0,23-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,LOST BROTHER (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,152,1,9781442402560.00,NA,150,0,24-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,FROREVER LOST (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,153,1,9781442402645.00,NA,150,0,25-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MURDER HOUSE (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,167,1,9781416964094.00,NA,150,0,26-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GALAXY X (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,164,2,9781416978015.00,NA,150,0,27-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GALAXY X (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,164,2,9781416978015.00,NA,150,0,28-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE END TO THE TRAIL (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,131,1,9780671047597.00,NA,150,0,29-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE CASTLE CONUNDRUM (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,150,1,9780743406833.00,NA,150,0,30-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,IN PLANE SIGHT (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,148,1,9780743437608.00,NA,150,0,31-07-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE MYSTERY OF BLACK (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,151,1,9780689855986.00,NA,150,0,01-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PASSPORT TO DANGER (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,147,1,9780689857799.00,NA,150,0,02-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DOUBLE JEOPARDY (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,150,1,9780689857805.00,NA,150,0,03-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE DANGEROUS TRANSMISSION (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,147,1,9780689863783.00,NA,150,0,04-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HIDDEN MOUNTAIN (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,154,1,9780689867378.00,NA,150,0,05-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MOTOCROSS MADNESS (HARDY BOYS),NA,NA,SHELF 8,NA,NA,2005,154,1,9780689873652.00,NA,150,0,06-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"SUPER MYSTERY,KIDNAPPED AT THE CASINO (HARDY BOYS)",NA,NA,SHELF 8,NA,NA,2005,176,1,9781416939238.00,NA,150,0,07-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,TERROR ON TOUR (HARDY BOYS & NANCY DREW),NA,NA,SHELF 8,NA,NA,2010,207,1,9781416927266.00,NA,150,0,08-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DANGER OVERSEAS (HARDY BOYS & NANCY DREW),NA,NA,SHELF 8,NA,NA,2010,213,1,9781416957775.00,NA,150,0,09-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,CLUB DREAD (HARDY BOYS & NANCY DREW),NA,NA,SHELF 8,NA,NA,2010,162,1,9781416978718.00,NA,150,0,10-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GOLD MEDAL MURDER (HARDY BOYS & NANCY DREW),NA,NA,SHELF 8,NA,NA,2010,169,1,9781442403260.00,NA,150,0,11-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"MISSING SUPER MYSTERY, WHERE IS NANCY?",NA,NA,SHELF 8,NA,NA,2010,167,1,9781416900344.00,NA,150,0,12-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,ONCE UPON A CRIME (NANCY DREW),NA,NA,SHELF 8,NA,NA,2010,185,1,9781416912484.00,NA,150,0,13-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,REAL FAKE SUPER MYSTERY,NA,NA,SHELF 8,NA,NA,2010,186,1,9781416938811.00,NA,150,0,14-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,A TASTE OF DANGER (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,169,1,9780689861543.00,NA,150,0,15-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DANGER ON THE GREAT LAKE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,152,1,9780689861468.00,NA,150,0,16-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MYSTERY BY MOONLIGHT (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,155,1,9780743437622.00,NA,150,0,17-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MYSTERY ON MAUI (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,147,1,9780671007539.00,NA,150,0,18-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,CRIME IN THE QUEEN'S COURT (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,152,1,9780671792985.00,NA,150,0,19-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GREEN WITH ENVY (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,147,1,9781416978428.00,NA,150,0,20-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DANGEROUS PLAYS (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,146,1,9781416906056.00,NA,150,0,21-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GHOST STORIES (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,233,1,9781416959090.00,NA,150,0,22-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MODEL MENACE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,167,1,9781416978435.00,NA,150,0,23-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,HIGH RISK (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,146,1,9780689865695.00,NA,150,0,24-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,INTRUDER (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,146,1,9781416935261.00,NA,150,0,25-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,ACTION (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,138,2,9780689865718.00,NA,150,0,26-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRET IDENTITY (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,163,1,9781416968276.00,NA,150,0,27-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GETTING BURNED (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,146,1,9780689877032.00,NA,150,0,28-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,RIVER BOAT RUSE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,152,1,9780689873355.00,NA,150,0,29-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SEEING GREEN (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,144,1,9781416978459.00,NA,150,0,30-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MARDI GRAS MASQUERADE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,138,1,9781416951032.00,NA,150,0,31-08-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,IDENTITY REVEALED (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,198,1,9781416968283.00,NA,150,0,01-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PAGEANT PERFECT CRIME (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,154,1,9781416955283.00,NA,150,0,02-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SABOTAGE SURRENDER (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,120,1,9781416990710.00,NA,150,0,03-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MODEL SUSPECT (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,151,1,9781416978411.00,NA,150,0,04-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,FALSE NOTE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,150,1,9780689865688.00,NA,150,0,05-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRERT SABOTAGE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,137,1,9781416990697.00,NA,150,0,06-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,IDENTITY THEFT (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,162,1,9781416968313.00,NA,150,0,07-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"LIGHTS,CAMERA (NANCY DREW)",NA,NA,SHELF 8,NA,NA,2008,152,1,9780689865701.00,NA,150,0,08-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,FISHING FOR CLUES (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,137,1,9781416935254.00,NA,150,0,09-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,SECRET OF THE SPA (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,150,1,9780689868580.00,NA,150,0,10-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,DRESSED TO STEAL (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,149,1,9781416933854.00,NA,150,0,11-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,"BAD TIMES, BIG CRIME (NANCY DREW)",NA,NA,SHELF 8,NA,NA,2008,139,1,9780689878831.00,NA,150,0,12-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,A RACE AGAINST TIME (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,151,1,9780689865671.00,NA,150,0,13-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MURDER ON THE SET (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,170,1,9781416933977.00,NA,150,0,14-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,GREEN EYED MONSTER (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,163,1,9781416978442.00,NA,150,0,15-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,CLOSE ENCOUNTER (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,169,1,9781416912453.00,NA,150,0,16-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,FRAMED (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,149,1,9780689878633.00,NA,150,0,17-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,EN GARDE (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,142,1,9781416906032.00,NA,150,0,18-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,MODEL CRIME (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,148,1,9781416978404.00,NA,150,0,19-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PIT OF VIPERS (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,145,1,9781416911807.00,NA,150,0,20-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,ACTION (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,138,2,9780689865718.00,NA,150,0,21-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,PERFECT COVER (NANCY DREW),NA,NA,SHELF 8,NA,NA,2008,146,1,9781416955306.00,NA,150,0,22-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,BY THE RIVER PIEDRA I SAT AND WEPT,NA,NA,SHELF 8,NA,NA,2005,192,1,9780007214716.00,NA,0,0,23-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE PILGRIMAGE,NA,NA,SHELF 8,NA,NA,2005,276,1,9780007214707.00,NA,0,0,24-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,ELEVEN MINUTES,NA,NA,SHELF 8,NA,NA,2005,291,1,9780007166053.00,NA,0,0,25-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE DEVIL AND MISS PRYM,NA,NA,SHELF 8,NA,NA,2005,201,1,0.00,NA,0,0,26-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE FIFTH MOUNTAIN,NA,NA,SHELF 8,NA,NA,2005,245,1,9780722537510.00,NA,0,0,27-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE VALKYRIES,NA,NA,SHELF 8,NA,NA,2005,212,1,9780007214693.00,NA,0,0,28-09-1960
ENGLISH LITEARATURE,,NEW,ENGLISH LITEARATURE,THE WITCH OF PORTOBELLO,NA,NA,SHELF 8,NA,NA,2005,346,1,9780007251889.00,NA,0,0,29-09-1960
